1724	1343	 274
1614	 908	 274
1576	 908	 274
1546	 907	 274
1525	 905	 274
1513	 902	 274
1510	 898	 274
1501	 894	 274
1487	 888	 274
1469	 883	 274
1445	 876	 274
1416	 869	 274
1387	 861	 274
1371	 854	 274
1356	 845	 274
1335	 836	 274
1311	 826	 274
1285	 815	 274
1260	 803	 274
1240	 793	 274
1225	 787	 274
1215	 779	 274
1210	 769	 274
1209	 757	 274
1201	 744	 274
1187	 729	 274
1172	 714	 274
1157	 698	 274
1143	 683	 274
1124	 668	 274
1096	 655	 274
1065	 644	 274
1050	 633	 274
1039	 624	 274
1021	 616	 274
 999	 605	 274
 974	 605	 274
 949	 603	 274
 929	 600	 274
 915	 595	 274
 908	 589	 274
 908	 581	 274
 905	 571	 274
 899	 558	 274
 890	 540	 274
 877	 516	 274
 862	 494	 274
 844	 501	 274
 821	 484	 274
 796	 476	 274
 779	 460	 274
 754	 448	 274
 723	 446	 274
 690	 442	 274
 661	 437	 274
 638	 430	 274
 621	 422	 274
 605	 414	 274
 603	 404	 274
 597	 394	 274
 585	 383	 274
 568	 372	 274
 537	 363	 274
 495	 354	 274
 477	 346	 274
 464	 340	 274
 446	 334	 274
 438	 329	 274
 423	 325	 274
 401	 322	 274
 373	 320	 274
 345	 318	 274
 322	 317	 274
 307	 316	 274
 302	 316	 274
 301	 317	 274
 295	 318	 274
 287	 320	 274
 276	 323	 274
3933	 327	 274
3886	 332	 274
3816	 338	 274
3759	 345	 274
3678	 354	 274
3632	 364	 274
3632	 376	 274
3628	 389	 274
3619	 402	 274
3609	 415	 274
3601	 426	 274
3598	 435	 274
3596	 443	 274
3597	 447	 274
3599	 461	 274
3604	 485	 274
3614	 498	 274
3624	 507	 274
3631	 545	 274
3632	 571	 274
3639	 586	 274
3693	 597	 274
3767	 604	 274
3817	 605	 274
3879	 623	 274
3928	 643	 274
3935	 669	 274
 281	 704	 274
 289	 740	 274
 295	 771	 274
 300	 791	 274
 302	 819	 274
 303	 844	 274
 308	 864	 274
 318	 880	 274
 331	 893	 274
 346	 901	 274
 362	 906	 274
 378	 908	 274
 393	 909	 274
 405	 917	 274
 415	 929	 274
 423	 944	 274
 429	 960	 274
 433	 977	 274
 436	 992	 274
 439	1004	 274
 440	1015	 274
 441	1023	 274
 442	1029	 274
 442	1034	 274
 443	1038	 274
 442	1041	 274
 442	1043	 274
 441	1044	 274
 440	1044	 274
 439	1045	 274
 438	1044	 274
 436	1044	 274
 434	1043	 274
 432	1041	 274
 429	1039	 274
 426	1037	 274
 423	1034	 274
 420	1031	 274
 416	1027	 274
 412	1023	 274
 409	1019	 274
 405	1014	 274
 402	1009	 274
 399	1005	 274
 397	1000	 274
 394	 995	 274
 393	 990	 274
 392	 986	 274
 392	 982	 274
 392	 978	 274
 393	 975	 274
 394	 972	 274
 396	 969	 274
 399	 967	 274
 402	 966	 274
 405	 965	 274
 408	 964	 274
 412	 964	 274
 416	 964	 274
 420	 965	 274
 424	 967	 274
 428	 969	 274
 432	 972	 274
 436	 975	 274
 439	 979	 274
 442	 984	 274
 444	 990	 274
 446	 996	 274
 448	1002	 274
 453	1009	 274
 464	1017	 274
 475	1024	 274
 487	1032	 274
 484	1039	 274
 498	1045	 274
 492	1050	 274
 506	1055	 274
 525	1069	 274
 542	1090	 274
 556	1111	 274
 568	1129	 274
 576	1143	 274
 583	1154	 274
 590	1167	 274
 595	1181	 274
 599	1194	 274
 602	1205	 274
 604	1210	 274
 605	1212	 274
 611	1220	 274
 618	1235	 274
 626	1257	 274
 636	1284	 274
 647	1315	 274
 659	1344	 274
 674	1366	 274
 691	1383	 274
 709	1418	 274
 727	1453	 274
 744	1480	 274
